"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"TB7WW779","document","1956","Casper, I.A.","A Short History of the Jews of Middletown","","","","","","","1956-11-14","2015-02-11 19:15:03","2015-05-14 16:49:27","","","","","","","","","","","","","","","","","","","SC-8518, American Jewish Archives","","","jp_cite_00217","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TBB8UZWU","journalArticle","2000","Barr, Terry","A Shteltl Grew in Bessemer: Temple Beth-El and Jewish Life in Small-Town Alabama","Southern Jewish History","","","","","","2000","2014-03-25 15:51:51","2014-12-15 19:37:27","","","","","3","","","","","","","","","","","","","","","","","jp_cite_00090","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TCN2Z7W4","document","","Sokol, Harry","Autobiography","","","","","","","","2014-04-29 15:38:01","2015-05-14 17:03:01","","","","","","","","","","","","","","","","","","","142, YIVO Institute for Jewish Research","","","","<p>Probably from RG 102</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TCWBPQSA","book","1976","Samuelson, Myron","The story of the Jewish community of Burlington, Vermont: the story of the Jewish community of Burlington, Vermont, from early times to 1946, with much about the Jewish community in the state","","","","","","","1976","2014-04-08 17:42:08","2014-04-08 17:42:08","","","","","","","","The story of the Jewish community of Burlington, Vermont","","","","","Samuelson","Burlington, Vt.","English","","","","","Open WorldCat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TDN5S87E","journalArticle","1907","Blaustein, David","The First Self-Governing Jewish Community Since the Fall of Jerusalem","The American Reveiw of Reviews","","","","","","1907","2015-02-03 20:11:36","2015-02-03 20:15:35","","","","","","","","","","","","","","","","","","","Folder 1, Joan Breslow Woodbine colony reference materials, P-818, American Jewish Historical Society","","","","<p>Does not mention peddlers. Discusses Woodbine, NJ, a Baron de Hirsch Fund community.</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TFT677CC","document","","","Historical and Biographical Record","","","","","","","","2015-02-11 16:31:08","2015-06-04 14:42:49","","","","","","","","","","","","","","","","","","","Washington County, Vertical File, Jewish Museum of Maryland","","","jp_cite_00208","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TFTI5UNR","bookSection","1996","","Representations of the Jew in Cape Colony c. 1850-1885: Confirmation fothe Interactionist Model of Antisemitism","Patterns of migration, 1850-1914","0902528319 9780902528314","","","","","1996","2014-04-14 20:31:55","2014-04-14 20:33:26","","","","","","","","","","","","","Jewish Historical Society of England : In Association with the Institute of Jewish Studies, University College London","[London]","English","","","","","Open WorldCat","","","","","","","","Newman, Aubrey; Massil, Stephen W; Jewish National Society of England; Institute of Jewish Studies (London, England); Shain, Milton","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TG3M2ZXV","journalArticle","1967","Schlesinger, Benjamin","The Jews of Jamaica: A Historical View","Caribbean Quarterly","","","","http://www.jstor.org/stable/40653010","","March 1, 1967","2014-04-07 15:00:00","2014-04-07 15:00:44","2014-04-07 15:00:00","46-53","","1","13","","Caribbean Quarterly","The Jews of Jamaica","","","","","","","","Copyright © 1967 Caribbean Quarterly","","","","JSTOR","","","","","http://www.jstor.org/stable/pdfplus/40653010.pdf?acceptTC=true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TH8NB4FX","journalArticle","1977","Rosenwaike, Ira","The Jews of Baltimore: 1810 to 1820","American Jewish Historical Quarterly","","0002-9068","","http://search.proquest.com/pao/docview/1296169550/764918179E25495DPQ/1?accountid=12768","","Dec 1, 1977","2014-05-11 21:19:53","2014-05-11 21:52:11","2014-05-11 21:19:53","","","2","67","","","THE JEWS OF BALTIMORE","","","","","","","English","","","","","ProQuest","","","","","http://search.proquest.com/pao/docview/1296169550/764918179E25495DPQ/1?accountid=12768","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TIK4UKK3","journalArticle","1984","Bruml, Moses","From a Polish Town to Gold Rush California","Western States Jewish History","","07495471","","http://search.ebscohost.com/login.aspx?direct=true&db=31h&AN=44861880&site=ehost-live","Presents the memoirs of Moses Bruml, a merchant in Lockeford, California. Deals primarily with Bruml's immigration to America and early years in the country, 1849-57. The essay was written in 1900, one year before Bruml's death.","October 1984","2015-02-10 19:05:02","2015-02-10 19:05:17","2015-02-10 19:05:02","91-94","","1","17","","Western States Jewish History","","","","","","","","","","","","","EBSCOhost","","jp_cite_00195","","","http://content.ebscohost.com/ContentServer.asp?T=P&P=AN&K=44861880&S=R&D=31h&EbscoContent=dGJyMNLr40Sep644xNvgOLCmr02ep7JSrqu4SLCWxWXS&ContentCustomer=dGJyMPGutlCyqbVOuePfgeyx44Dt6fIA","","Bruml, Moses; BUSINESSMEN; CALIFORNIA; California (Lockeford); EMIGRATION & immigration; LOCKEFORD (Calif.); MEMOIRS; MERCHANTS; STOCKTON (Calif.)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TRJMH38P","document","","","","","","","","","","","2015-05-28 14:47:28","2015-05-28 14:47:28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TS6JXP6V","book","1910","Bernheim, Isaac Wolfe,","The story of the Bernheim family","","","","","","","1910","2015-01-11 16:55:55","2015-01-11 16:56:22","","","","","","","","","","","","","John P. Morton & Company","Louisville, Ky.","English","","","","","Open WorldCat","","jp_cite_00130","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TV2EI7H4","document","1952","Dinerstein, Samuel","Der shtumpiker shrayber","","","","","","","1952","2015-05-14 18:47:16","2015-05-14 18:55:47","","","","","","","","","","","","","","","","","","","YIVO Institute for Jewish Research","","","","<p>It is unclear what this document is exactly. It looks like notes on an archival document (autobiography) found at YIVO but Google searches and CJH catalog searches don't turn anything up.</p> <p>&nbsp;</p> <p>I would like confirmation that this item is held at YIVO before including it on the website portion</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TVN9D6I2","book","1959","Rubinow, I. M","The Jewish question in New York City (1902-1903)","","","","","","","1959","2014-04-29 20:26:18","2014-04-29 20:26:18","","","","","","","","","","","","","American Jewish Historical Society.","New York","English","","","","","Open WorldCat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TVQVSM86","book","1917","Bogen, Boris David,","Jewish philanthropy; an exposition of principles and methods of Jewish social service in the United States,","","","","","","","1917","2015-01-13 20:23:09","2015-01-13 20:23:32","","","","","","","","","","","","","Macmillan Co.","New York","English","","","","","Open WorldCat","","jp_cite_00163","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U3JW5HBZ","thesis","1982","Cline, Robert S","Community Structure on the Urban Frontier: The Jews of Portland Oregon, 1849-1887","","","","","","","1982","2015-02-17 21:19:40","2015-02-17 21:22:16","","","","","","","","","","","","","Portland State University","Portland, Oregon","","","Master of Arts","","","","","jp_cite_00241","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U45ZJQWR","document","2003","Schuman, Michael","The History of Congregation Ahavas Achim","","","","","","","2003-07-01","2014-04-07 20:25:54","2014-04-07 20:27:39","","","","","","","","","","","","","Congregation Ahavas Achim","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U5XQ8DF4","book","1992","Bushman, Richard L","The refinement of America: persons, houses, cities","","0394550102 9780394550107","","","","In this illuminating analysis of early American society, Richard Bushman traces the introduction of gentility into the life of the nation. He explores the concern for stylishness, taste, beauty, and politeness that began to be felt in America after 1700, and examines how this concern changed our environment and culture. Bushman makes clear that the quest for gentility, far from being trivial, was the serious pursuit of a personal and social ideal with sources in classical and Renaissance literature. In Europe, the growing interest in manners and beautiful environments was connected to the power of royal courts. In America, the transformation of architecture, furnishings, and wardrobes - from plain, rudimentary, and frugal, to decorative and sumptuous - was linked to the transfer of power to the colonial gentry. Gentility was the culture of the colonies' ruling elite. After the Revolution, gentility spread to a broad middle class, as an essentially aristocratic culture was democratized. The change affected nearly every aspect of life. The spread of gentility turned the conduct of ordinary people into a performance. Courtesy books taught people how to hold their bodies, and how to dress, eat, and converse in a pleasing way. The wish to be pleasing came to encompass virtually every form of behavior and every aspect of the physical environment, from houses and yards to public buildings and the adornment of streets. Factories sprang up to supply a vast new market for furniture, dishes, curtains, and carpets. Cities and towns planted trees, landscaped parks and greens, and erected fashionable hotels and churches. All of these developments were part of a vast effort to present a refined face to the world and to create a new kind of society. Bushman stresses that these visions of a more elegant life both complemented and competed with other American values associated with evangelical religion, republicanism, capitalism, and the work ethic. The melding with other values resulted in contradictions that were not easily resolved and that provided much cultural work for writers and theologians. Finally, he argues that gentility gained strength from collaboration with capitalism, but in a way that blunted class conflict. The combination of capitalism, republicanism, and gentility prevented the hardening of class consciousness. Instead there emerged a belief in the right of every citizen to membership in the middle class.","1992","2015-02-10 20:39:53","2015-02-10 20:42:35","","","","","","","","The refinement of America","","","","","Knopf : Distributed by Random House","New York","English","","","","","Open WorldCat","","jp_cite_00200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U6P4PVQ9","journalArticle","2006","Alroey, Gur","""And I Remained Alone in a Vast Land"": Women in the Jewish Migration from Eastern Europe","Jewish Social Studies","","","","http://www.jstor.org/stable/4467746","Jewish emigration from Eastern Europe to lands overseas from the start of the twentieth century until the outbreak of World War I encompassed more than 1.5 million Jews seeking to flee the unbearable socioeconomic conditions that were their lot in the Russian Empire. Hundreds of thousands of these migrants were women and children who left to join their husbands and fathers already in the destination countries. This article traces the multifaceted migration process undergone by the Jewish immigrant woman-from her role in the decision-making process about where to move, to that fateful moment when she receives the tickets for the voyage from her husband and sets out on her way.","April 1, 2006","2014-02-24 18:04:42","2014-12-08 16:13:32","2014-02-24 18:04:42","39-72","","3","12","","Jewish Social Studies","""And I Remained Alone in a Vast Land""","","","","","","","","Copyright © 2006 Indiana University Press","","","","JSTOR","","jp_cite_00037","","","http://www.jstor.org/stable/pdfplus/4467746.pdf?acceptTC=true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UBGM3B5I","book","1969","Sharfman, I. Harold","Nothing left to commemorate, the story of the pioneer Jews of Jackson, Amador County, California,","","","","","","","1969","2014-04-01 19:41:33","2014-04-01 19:41:33","","","","","","","","","","","","","A.H. Clark","Glendale, Calif.","English","","","","","Open WorldCat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UEGT6NG3","document","","Singer, Louis","Copy of the Autobiography of Louis E. Singer","","","","","","","","2014-04-28 21:50:12","2015-05-14 17:02:54","","","","","","","","","","","","","","","","","","","Box 54A, Nathan and Theresa Berman Upper Midwest Jewish Archives","","","","<p>Strong contender - includes story of how he came to peddling, anecdotes about peddling. Singer peddled in the South and Upper Midwest, immigrated from Russian Empire. Appears to be available from AJA or Berman Archives.</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UGZ7NKPD","book","2009","Buder, Stanley","Capitalizing on change a social history of American business","","9780807889800  0807889806  9781469605982  1469605988","","","http://public.eblib.com/choice/publicfullrecord.aspx?p=454806","Americans love ""this year's model,"" relying on the ""new"" to be always ""improved."" Enthusiasm for the new, says Stanley Buder, is essential to American business, where innovation and change stoke the engines of economic energy. To really understand the history of business in America, he argues, we must understand the intertwining dynamics of social and business values. In a history spanning over three hundred years, Buder examines the enveloping expansion of the market economy, the laggardly use of government to modify or control market forces, the rise of consumer.","2009","2015-02-10 19:26:18","2015-02-10 19:26:38","2015-02-10 19:26:18","","","","","","","","","","","","University of North Carolina Press","Chapel Hill","English","","","","","Open WorldCat","","jp_cite_00196","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UH2WKQUN","book","2006","Clark, Thomas Dionysius","My century in history: memoirs","","9780813171388  0813171385  9780813137063  0813137063","","","http://public.eblib.com/choice/publicfullrecord.aspx?p=792163","When Thomas D. Clark was hired to teach history at the University of Kentucky in 1931, he began a career that would span nearly three-quarters of a century and would profoundly change not only the history department and the university but the entire Commonwealth. His still-definitive History of Kentucky (1937) was one of more than thirty books he would write or edit dealing with Kentucky, the South, and the American frontier. In addition to his wide scholarly contributions, Clark devoted his life to the preservation of Kentucky's historical records. His efforts resulted in the Commonwealth's f.","2006","2015-02-17 21:00:50","2015-03-24 17:40:46","2015-02-17 21:00:50","","","","","","","","","","","","University Press of Kentucky","Lexington","English","","","","","Open WorldCat","","jp_cite_00240","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UHB32MRC","book","2001","Clarkson, Leslie A; Crawford, E. Margaret","Feast and famine: food and nutrition in Ireland, 1500-1920","","0198227515 9780198227519","","","","","2001","2015-02-17 21:17:45","2015-02-17 21:17:45","","","","","","","","Feast and famine","","","","","Oxford University Press","Oxford; New York","English","","","","","Open WorldCat","","","<p>Contextual document re: material culture</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UIDM2J9F","book","1980","Bonacich, Edna.; Modell, John.","The economic basis of ethnic solidarity: small business in the Japanese American community","","0520041550 9780520041554","","","","","1980","2015-01-13 21:00:47","2015-01-13 21:00:47","","","","","","","","The economic basis of ethnic solidarity","","","","","University of California Press","Berkeley","English","","","","","Open WorldCat","","","<p>Contextual resource regarding ""middleman minorities."" Theoretically relevant, but does not address Jewish peddler specifically.</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UIVS6346","book","2006","Cohen, Deborah","Household gods: the British and their possessions","","0300112130  9780300112139  0300136412  9780300136418","","","","""At what point did the British develop their mania for interiors, wallpaper, furniture and decoration? Why have the middle classes developed so passionate an attachment to the contents of their homes? This book offers surprising answers to these questions, uncovering the roots of today's consumer society and investigating the forces that shape consumer desires. Richly illustrated, Household Gods chronicles one hundred years of British interiors, focusing on class, choice, shopping and possessions. Exploring a wealth of unusual records and archives, Deborah Cohen locates the source of modern consumerism and materialism in early nineteenth-century religious fervour. Over the course of the Victorian era, consumerism shed the taint of sin to become the pre-eminent means of expressing individuality. The book ranges from musty antique shops to luxurious emporia, from suburban semi-detached houses to elegant city villas, from husbands fretting about mantelpieces to women appropriating home decoration as a feminist cause. It uncovers a society of consumers whose identities have become entwined with the things they put in their houses.""--Jacket.","2006","2015-02-17 22:19:51","2015-02-17 22:19:51","","","","","","","","Household gods","","","","","Yale University Press","New Haven","English","","","","","Open WorldCat","","","<p>Contextual Resource re: material culture</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UK4X38M7","document","1859","","Israelitish Boarding House","","","","","","","1859","2015-04-14 18:20:07","2015-05-14 16:52:58","","","","","","","","","","","","","","","","","","","Folder 11, Box 10, Lucy Dawidowicz papers, P-675, American Jewish Historical Society","","","jp_cite_00295","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UKEKUZ8Z","journalArticle","2007","Singer, Harold","The Jewish Presence in Glendale, California 1920","Western States Jewish History","","07495471","","http://search.ebscohost.com/login.aspx?direct=true&db=31h&AN=31418145&site=ehost-live","Based on the author's and others' recollections, discusses the development of the Jewish community in Glendale, California, since 1920. From only three families at that time, Glendale's Jews went on to found Temple Sinai, run small businesses, and take an active part in the city's economic, political, and social life.","Fall 2007","2014-04-28 21:40:41","2014-10-06 18:21:12","2014-04-28 21:40:41","34-40","","1","40","","Western States Jewish History","","","","","","","","","","","","","EBSCOhost","","","","","http://content.ebscohost.com/ContentServer.asp?T=P&P=AN&K=31418145&S=R&D=31h&EbscoContent=dGJyMMvl7ESeqLY4v%2BbwOLCmr0yep7VSsqa4TK%2BWxWXS&ContentCustomer=dGJyMPGutlCyqbVOuePfgeyx44Dt6fIA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UM6D2GCS","thesis","1948","Ehrmann, Hilmar Bruce","The struggle for civil and religious emancipation in Bavaria, in the first half of the nineteenth century, as reflected in the writings of Rabbi Samson Wolf Rosenfeld.","","","","","","","1948","2015-05-21 21:46:05","2015-05-21 21:48:54","","","","","","","","","","","","","Hebrew Union College-Jewish Institute of Religion","","English","","","","","Open WorldCat","","jp_cite_00346","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UMSXCENC","journalArticle","1992","Betcherman, Lita-Rose","Clara Brett Martin's Anti-Semitism","Canadian Journal of Women and the Law","","","","http://heinonline.org/HOL/Page?handle=hein.journals/cajwol5&id=308&div=&collection=journals","","1992","2015-01-12 20:15:08","2015-01-12 20:19:46","","280","","","5","","Can. J. Women & L.","","","","","","","","","","","","","","","jp_cite_00147","","","http://www.heinonline.org/HOL/Page?handle=hein.journals/cajwol5&div=25&collection=journals&set_as_cursor=8&men_tab=srchresults&terms=clara|brett|martin","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UPCD92PD","document","1982","Benzely, Mrs. Marion","Autobiography of Mrs. Marion Benzely","","","","","","","1982","2014-12-17 17:07:47","2015-05-14 16:45:53","","","","","","","","","","","","","","","","","","","Box 54C, Nathan and Theresa Berman Upper Midwest Jewish Archives","","","jp_cite_00113","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"URHXG9N7","book","1887","Devol, George H","Forty years a gambler on the Mississippi","","","","","","","1887","2015-05-07 20:43:19","2015-05-07 20:52:44","","","","","","","","","","","","","Home Book Company","New York","English","","","","","Open WorldCat","","","<p>No discernible reference to peddling on marked pages</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USAC89SI","journalArticle","1980","Schapera, Abe","The Jews of Namaqualand","Jewish Affairs","","","","","","1980-12","2014-04-01 19:31:56","2014-04-01 19:34:30","","","","12","35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UWT69EAM","book","2007","Behar, Ruth","An island called home returning to Jewish Cuba","","9780813543864  081354386X","","","http://site.ebrary.com/id/10216869","","2007","2014-03-25 16:15:19","2014-12-15 22:19:13","2014-03-25 16:15:19","","","","","","","","","","","","Rutgers University Press","New Brunswick, N.J.","English","","","","","Open WorldCat","","jp_cite_00097","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UXCD3K26","book","1992","Bering, Dietz,","The stigma of names: antisemitism in German daily life, 1812-1933","","0472104071 9780472104079","","","","","1992","2015-01-05 19:00:47","2015-01-05 19:01:02","","","","","","","","The stigma of names","","","","","University of Michigan Press","Ann Arbor","English","","","","","Open WorldCat","","jp_cite_00118","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UZIMFVUV","journalArticle","1978","Einfuss, Jossel","Boerejood","Jewish Affairs","","","","","","1978-05","2015-05-21 22:20:41","2015-05-21 22:25:16","","51-54","","5","33","","","","","","","","","","","","","","","","","jp_cite_00348","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V2FCNAMB","journalArticle","1980","Danoff, Hyman O.","Indian Traders of the Southwest: The Danoffs of New Mexico","Western States Jewish Historical Quarterly","","00434221","","","Samuel, Simon, and Louis Danoff, Jewish Lithuanian emigrants, came to New Mexico in the early 1900's. With money Samuel earned from sheepherding, he and Simon established a homestead and an Indian trading post south of Gallup, New Mexico. Zuni and Navajo Indians sold or traded their jewelry, blankets, and wool for ""Danoff money"" or for the store's merchandise. Louis Danoff joined his brothers for a short time (1918-22) before moving on to Los Angeles, where he was a woodcarver. Samuel and Simon expanded their business with a store in Gallup. These businesses were continued by their children until the 1960's. Based on personal experiences and articles in the Gallup 'Independent' 9 August 1972; 8 photos, 11 notes.","July 1980","2015-03-04 22:31:38","2015-03-04 22:31:54","","291-303","","4","12","","Western States Jewish Historical Quarterly","Indian Traders of the Southwest","","","","","","","","","","","","EBSCOhost","","jp_cite_00275","","","http://search.ebscohost.com/login.aspx?direct=true&db=31h&AN=43616820&site=ehost-live&scope=cite","","BUSINESS; Danoff family; DANOFF, Samuel; INDIAN traders (North America); INDIGENOUS peoples of the Americas; JEWISH families; Jews; LITHUANIA; LITHUANIAN Americans; NEW Mexico; New Mexico (Gallup); TRADING posts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V3MCP6A9","journalArticle","1946","Sapir, Boris","Jews in Cuba (Immigration and Settlement)","Jewish Review","","","","","","1946-04","2014-04-08 18:45:43","2014-04-08 18:47:07","","","","1","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V7NHKRRV","journalArticle","1959","Dahl, Sven","Travelling pedlars in nineteenth century Sweden","Scandinavian Economic History Review","","0358-5522","10.1080/03585522.1959.10411415","http://dx.doi.org/10.1080/03585522.1959.10411415","Until 1847 retail trade was illegal in the Swedish countryside and did not become completely free until 1864. But the government, even with the support of the cities and towns, had great difficulty in enforcing the law. In any case farmers were allowed to sell their own products and also town citizens sometimes had special rights. Outside the towns, fairs were held on officially fixed days.","July 1, 1959","2015-03-04 21:12:04","2015-03-04 21:12:04","2015-03-04 21:12:04","167-178","","2","7","","","","","","","","","","","","","","","Taylor and Francis+NEJM","","","<p>Contextual document: detailed account of Swedish peddling and restrictions in Sweden through 1840s. Does not mention Jewish peddlers.</p>","; ","http://www.tandfonline.com/doi/pdf/10.1080/03585522.1959.10411415; http://www.tandfonline.com/doi/abs/10.1080/03585522.1959.10411415#abstract","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V7PKA5DM","book","1992","Diner, Hasia R","A time for gathering: the second migration, 1820-1880","","0801843448  9780801843440  0801851211 9780801851216","","","","Diner describes this ""second wave"" of Jewish migration and challenges many long-held assumptions--particularly the belief that the immigrants' Judaism erodes in the middle class comfort of Victorian America.","1992","2015-05-14 14:19:55","2015-05-14 14:20:44","","","","","","","","A time for gathering","","","","","Johns Hopkins University Press","Baltimore","English","","","","","Open WorldCat","","jp_cite_00328","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V86WMCNE","book","1969","Calisch, Edward N","The Jew in English literature, as author and as subject.","","","","","","","1969","2015-02-11 16:03:28","2015-02-11 16:03:28","","","","","","","","","","","","","Kennikat Press","Port Washington, N.Y.","English","","","","","Open WorldCat","","","<p>No notes from Hasia. Only photocopy of title page. Unclear if it informed work.</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V8NBZIMG","book","1944","Elbogen, Ismar; Grayzel, Solomon; Marx, Alexander; Mazal Holocaust Collection; Jewish Publication Society of America","A century of Jewish life,","","","","","","","1944","2015-05-28 15:32:30","2015-05-28 15:32:54","","","","","","","","","","","","","Jewish publication Society of America","Philadelphia","English","","","","","Open WorldCat","","jp_cite_00351","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V8TS6QZF","book","1976","Brener, David A","Lancaster's gates of heaven: portals to the past : the 19th century Jewish community of Lancaster, Pennsylvania and Congregation Shaarai Shomayim, 1856-1976.","","","","","","","1976","2015-02-02 21:37:03","2015-02-02 21:37:19","","","","","","","","Lancaster's gates of heaven","","","","","Congregation Shaarai Shomayim","[Lancaster, Pa.]","English","","","","","Open WorldCat","","jp_cite_00182","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VBMSM9F8","book","1991","Dotterer, Ronald L; Moore, Deborah Dash; Cohen, Steven Martin; Mazal Holocaust Collection","Jewish settlement and community in the modern western world","","094563613X 9780945636137","","","","","1991","2015-05-21 16:29:18","2015-05-21 16:31:31","","","","","","","","","","","","","Susquehanna University Press ; Associated University Presses","Selinsgrove, Pa.; London","English","","","","","Open WorldCat","","","<p>Notes on this source are not detailed enough for subject metadata</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VCCMRUIZ","journalArticle","1986","BABCOCK, ROBERT H.","A Jewish Immigrant in the Maritimes: The Memoirs of Max Vanger","Acadiensis","","","","http://www.jstor.org/stable/30302784","","1986-10-01","2014-03-24 18:34:19","2014-12-09 17:39:20","2014-03-24 18:34:19","136-148","","1","16","","Acadiensis","A Jewish Immigrant in the Maritimes","","","","","","","","Copyright © 1986 Acadiensis: Journal of the History of the Atlantic Region","","","","JSTOR","","jp_cite_00069","","","http://www.jstor.org/stable/pdfplus/30302784.pdf?acceptTC=true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VD8QGRU8","book","1948","Schumann, Alfred R","No peddlers allowed.","","","","","","","1948","2014-04-07 19:55:27","2014-04-07 19:55:27","","","","","","","","","","","","","C.C. Nelson Pub. Co.","Appleton, Wis.","English","","","","","Open WorldCat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VDCFF9UB","book","1978","Davis, John H","The Guggenheims: an American epic","","0688032737 9780688032739","","","","Traces the history of the Guggenheim family, one of the richest, most philanthropic and influential families in history, from the arrival of Meyer Guggenheim in the United States in 1848 to the present.","1978","2015-03-10 20:46:07","2015-03-10 21:46:22","","","","","","","","The Guggenheims","","","","","Morrow","New York","English","","","","","Open WorldCat","","jp_cite_00288","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
