Extra,Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body,Subject Term 1,Subject Term 2,Subject Term 3,Subject Term 4,Subject Term 5,Subject Term 6,Subject Term 7,Subject Term 8,Subject Term 9,Subject Term 10,Geographic Subject 1,Geographic Subject 2,Geographic Subject 3,Geographic Subject 4,Geographic Subject 5,Geographic Subject 6,Geographic Subject 7,Geographic Subject 8,Geographic Subject 9,Geographic Subject 10,Geographic Subject 11,Geographic Subject 12,Geographic Subject 13,Geographic Subject 14,Geographic Subject 15,Geographic Subject 16,Geographic Subject 17,Geographic Subject 18,Geographic Subject 19,Geographic Subject 20,Geographic Subject 21,Geographic Subject 22,Geographic Subject 23,Geographic Subject 24,Geographic Subject 25,Geographic Subject 26,Geographic Subject 27,Geographic Subject 28,Geographic Subject 29,Geographic Subject 30,Geographic Subject 31,Geographic Subject 32,Geographic Subject 33,Geographic Subject 34,Geographic Subject 35,Geographic Subject 36,Peddler Name 1,Peddler Name 2,Peddler Name 3,Peddler Name 4,Peddler Name 5,Peddler Name 6,Peddler Name 7,Peddler Name 8,Peddler Name 9,Peddler Name 10,Peddler Name 11,Peddler Name 12,Peddler Name 13,Peddler Name 14,Peddler Name 15,Peddler Name 16,Peddler Name 17,Peddler Name 18,Peddler Name 19,Peddler Name 20,Subject Date Span,geom
jp_cite_00235,GGRM5H67,journalArticle,1955,"Chiel, Arthur A",Manitoba Jewish History: Early Times,Historical and Scientific Society of Manitoba,,,,,,11/10/1955,2/17/2015 20:21:55,2/17/2015 20:24:00,,,,,III,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Victims of Crime,Bartering,,,,,,,,,"Prince of Wales' Fort, Canada","Berlin, Germany",England,"Alsace, France",Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jacobs, Ferdinande","Solomons, Ezekiel","Abraham, Solomon Chapman","Levy, Gershon","Lyon, Benjamin","Franks, Jacob","Kovitz, C.J.","Coblentz, Adolphe","Berkman, Isaac","Berkman, J.","Kleinber, Jacob","Harris, A.","Silverstone, J.","Goldbloom, J.",,,,,,,1730-1890,POINT(-10472935.79994199 8127862.232054787)|POINT(1492232.6531795352 6894701.007763032)|POINT(-130724.67101431279 6864664.653290115)|POINT(828397.8053716389 6159952.749614191)|POINT(11724030.287269026 8747149.047572464)
jp_cite_00236,KZZKHA8U,book,1977,"Cinamon, Sam; Jewish Federation of Southern Maine",Portraits of the past: the Jewish Bicentennial oral history program,,,,,,"Copies of original and edited drafts as well as photographs of people and places are shelved with the final editions Transcript The Jewish Bicentennial Committee was formed in 1975 by the Jewish Federation of Southern Maine to plan an appropriate way to celebrate the Bicentennial. The result is an oral history folklore of Portland Jewry ""September 1, 1977&quot Typescript ""Commissioned by: The Jewish Federation of Southern Maine.&quot",1977,2/17/2015 20:25:38,2/17/2015 20:28:43,,,44,,,,,Portraits of the past,,,,,The Federation,"Portland, Me",,,,,"Portland Public Library, Boxes 1, 4",portlandlibrary Library Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bartering,Subsequent Commercial Careers,Transportation,,,,,,,,"Radom, Poland","Portland, Maine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1893-1920,POINT(2354088.1103657875 6692842.423605467)|POINT(-7820787.103614823 5413202.6274568075)
jp_cite_00237,WR2XVBJZ,journalArticle,1966,"Clark, Thomas",The Post-Civil War Economy in the South,American Jewish Historical Quarterly,,,,,,6/1/1966,2/17/2015 20:37:24,2/17/2015 20:38:42,,,,4,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wares,Subsequent Commercial Careers,Transportation,Cultural Exchange,,,,,,,"Alsace, France",Southern United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1865-1920,POINT(828397.8053716389 6159952.749614191)|POINT(-9394027.228532074 3995147.831181809)
jp_cite_00238,7VHRIS8A,bookSection,1956,"Jewish Theological Seminary of America; American Jewish History Center; University of Miami; Clark, Thomas",Summary,"Proceedings of the conference on the writing of regional history in the South with special emphasis on religious and cultural groups,",,,,,,1956,2/17/2015 20:49:08,2/17/2015 20:50:54,,,,,,,,,,,,,,[New York,English,,,,,Open WorldCat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cultural Exchange,,,,,,,,,,Southern United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1865-1920,POINT(-9394027.228532074 3995147.831181809)
jp_cite_00239,A6D95JKV,book,1964,"Clark, Thomas Dionysius","Pills, petticoats, and plows: the Southern country store",,0806110937 9780806110936,,,,,1964,2/17/2015 20:54:38,2/17/2015 20:56:09,,,,,,,,"Pills, petticoats, and plows",,,,,University of Oklahoma Press,Norman,English,,,,,Open WorldCat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wares,Transportation,Cultural Exchange,Subsequent Commercial Careers,,,,,,,Southern United States,"Alsace, France",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1865-1920,POINT(-9394027.228532074 3995147.831181809)|POINT(828397.8053716389 6159952.749614191)
jp_cite_00240,UH2WKQUN,book,2006,"Clark, Thomas Dionysius",My century in history: memoirs,,9780813171388  0813171385  9780813137063  0813137063,,,http://public.eblib.com/choice/publicfullrecord.aspx?p=792163,"When Thomas D. Clark was hired to teach history at the University of Kentucky in 1931, he began a career that would span nearly three-quarters of a century and would profoundly change not only the history department and the university but the entire Commonwealth. His still-definitive History of Kentucky (1937) was one of more than thirty books he would write or edit dealing with Kentucky, the South, and the American frontier. In addition to his wide scholarly contributions, Clark devoted his life to the preservation of Kentucky's historical records. His efforts resulted in the Commonwealth's f.",2006,2/17/2015 21:00:50,3/24/2015 17:40:46,2/17/2015 21:00:50,,,,,,,,,,,,University Press of Kentucky,Lexington,English,,,,,Open WorldCat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cultural Exchange,Transportation,Subsequent Commercial Careers,Wares,,,,,,,"Winston County, Mississippi","Louisville, Mississippi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morris, J.","Gordon, J.","Glazer, Louis",Kaplan,,,,,,,,,,,,,,,,,1865-1920,POINT(-9909430.99391424 3917229.9830527436)|POINT(-9913564.197551224 3911739.613776422)
jp_cite_00241,U3JW5HBZ,thesis,1982,"Cline, Robert S","Community Structure on the Urban Frontier: The Jews of Portland Oregon, 1849-1887",,,,,,,1982,2/17/2015 21:19:40,2/17/2015 21:22:16,,,,,,,,,,,,,Portland State University,"Portland, Oregon",,,Master of Arts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subsequent Commercial Careers,,,,,,,,,,"Portland, Oregon","Washington County, Oregon","Yamhill County, Oregon",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Weil, Abram","Weil, Moses","Weil, David",,,,,,,,,,,,,,,,,,1840-1870,POINT(-13656283.462121425 5704246.256234153)|POINT(-13707726.480859397 5708044.358392506)|POINT(-13718961.756688515 5649461.00219821)
jp_cite_00242,4WW95EQU,journalArticle,1987,"Cline, Scott","The Jews of Portland, Oregon: A Statistical Dimension, 1860-1880",Oregon Historical Quarterly,,304727,,,"Portland's Jewish population began with 19 people in 1853, but an expanding economy in the 1860's attracted Jewish businessmen and by 1880 Jews represented 4.4% of the population. Early immigrants came mostly from Bavaria. In the late 1860's and 1870's, more came from Prussia and Poland, creating some division in religious observance and class consciousness between Germans and Poles. In 1860, 30% of the Jewish males were married. As they prospered in business, many returned to Europe for wives. By 1880, over 54% were married. As the predominently middle-class community grew and matured, its social and economic impact on Portland increased.",Spring 1987,2/17/2015 21:33:24,2/17/2015 21:34:02,,4/25/2015,,1,88,,Oregon Historical Quarterly,"The Jews of Portland, Oregon",,,,,,,,,,,,EBSCOhost,,,,http://search.ebscohost.com/login.aspx?direct=true&db=31h&AN=45882285&site=ehost-live&scope=cite,,EMIGRATION & immigration; Jews; PORTLAND (Or.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Contextual Resource,Subsequent Commercial Careers,,,,,,,,,"Hesse-Darmstadt, Germany",Bavaria,Prussia,"Portland, Oregon",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1860-1880,POINT(963046.3882483265 6424280.482971048)|POINT(1279939.2041591578 6239379.179002355)|POINT(-10520399.536502874 5067645.7573955925)|POINT(-13656283.462121425 5704246.256234153)
jp_cite_00243,FSCP3S6R,journalArticle,2005,"Coetzee, Daniel","Fires and Feathers: Acculturation, Arson and the Jewish Community in Oudtshoorn, South Africa, 1914-1948",Jewish History,,0334-701X,,http://www.jstor.org/stable/20100950,,1/1/2005,2/17/2015 21:39:35,2/17/2015 21:42:31,2/17/2015 21:39:35,143-187,,2,19,,Jewish History,Fires and Feathers,,,,,,,,Copyright © 2005 Springer,,,,JSTOR,,,,http://www.jstor.org/stable/pdfplus/10.2307/20100950.pdf?acceptTC=true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cultural Exchange,Subsequent Commercial Careers,Anti-Semitic Rhetoric,,,,,,,,"Oudtshoorn, South Africa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1914-1948,POINT(2471585.988729019 -3975313.990861327)
jp_cite_00244,C2IPA7SD,book,1990,"Cohen, David Steven; New Jersey Ethnic Survey","America, the dream of my life: selections from the Federal Writers' Project's New Jersey Ethnic Survey",,0813515149 9780813515144 0813515157  9780813515151,,,,,1990,2/17/2015 22:00:07,3/3/2015 19:39:44,,,,,,,,"America, the dream of my life",,,,,Rutgers University Press,New Brunswick,English,,,,,Open WorldCat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wares,Bartering,Non-peddling Background,Subsequent Commercial Careers,Subsquent Non-commercial Careers,Sponsor,,,,,Russia,"Paterson, New Jersey","Passaic, New Jersey","Poznan, Poland","New York, New York","San Francisco, California","Marysville, California","Bialystock, Poland","Lodz, Poland","Warsaw, Poland",,,,,,,,,,,,,,,,,,,,,,,,,,,"Barnert, Nathan",,,,,,,,,,,,,,,,,,,,1838-1930,POINT(11724030.287269026 8747149.047572464)|POINT(-8256768.230585575 5000072.319746392)|POINT(-8251944.244980517 4991237.611021388)|POINT(1884101.0942202886 6873939.257412578)|POINT(-8238303.700046114 4970069.184605361)|POINT(-13627666.994773194 4547679.508348532)|POINT(-13535487.688184155 4742567.018768814)|POINT(2579143.504107656 7007542.424446711)|POINT(2165830.1535369484 6756711.00826549)|POINT(2339070.5989902075 6841760.761364922)
jp_cite_00245,G2JISQ6R,book,1924,"Cohen, George; McSweeney, Edward F","The Jews in the making of America,",,,,,,,1924,2/17/2015 22:23:43,2/17/2015 22:24:14,,,,,,,,,,,,,Stratford Co.,"Boston, Mass.",English,,,,,Open WorldCat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subsequent Commercial Careers,Contextual Resource,,,,,,,,,Germany,Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1840-1924,POINT(1163458.5521707046 6650655.040248428)|POINT(11724030.287269026 8747149.047572464)
jp_cite_00246,3BQGGRB3,book,1999,"Cohen, Edward",The peddler's grandson growing up Jewish in Mississippi,,9781604736885  1604736887,,,http://search.ebscohost.com/login.aspx?direct=true&scope=site&db=nlebk&db=nlabk&AN=479945,,1999,2/17/2015 22:28:26,3/3/2015 19:38:33,2/17/2015 22:28:26,,,,,,,,,,,,University Press of Mississippi,Jackson,English,,,,,Open WorldCat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Family,Wares,Sponsor,Transportation,Subsequent Commercial Careers,,,,,,Romania,"Alsace, France","Jackson, Mississippi","New Orleans, Louisiana","Rochester, New York","Ridgeland, Mississippi",Arkansas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cohen, Moise","Cohn, Gershon",,,,,,,,,,,,,,,,,,,1890-1920,POINT(2779287.009570991 5771245.40362821)|POINT(828397.8053716389 6159952.749614191)|POINT(-10039327.158486487 3802591.371056249)|POINT(-10026717.109210163 3497261.357386173)|POINT(-8639608.304701881 5336514.46167642)|POINT(-10033482.70710947 3819687.124837453)|POINT(-10222672.931277724 4191236.7119106073)
jp_cite_00247,EPZQ48NE,book,2003,"Cohen, Irwin J",Echoes of Detroit's Jewish communities: a history,,0967757010 9780967757018,,,,,2003,2/17/2015 22:35:19,2/17/2015 22:35:31,,,,,,,,Echoes of Detroit's Jewish communities,,,,,City Vision Pub. in cooperation with Boreal Press,"Laingsburg, Mich.",English,,,,,Open WorldCat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Victims of Crime,Sponsor,Wares,,,,,,,,"Detroit, Michigan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1870-1900,POINT(-9244611.024272704 5210755.6179826)
jp_cite_00248,453X4ZQR,journalArticle,2003,"Clar, Reva; Kramer, William M.","Ray Frank the Girl Rabbi of the Golden West 1861 - 1948: Her Adventurous Life in Nevada, California and the Northwest",Western States Jewish History,,7495471,,http://search.ebscohost.com/login.aspx?direct=true&db=31h&AN=40740533&site=ehost-live,"Profiles the career of Ray (Rachel) Frank (1861-1948), a San Francisco-born Jewish woman who used her oratorical skills to establish a career in the West as a public speaker, lecturer, preacher, and journalist. She earned a reputation as a modern Deborah who addressed Jewish congregations from the pulpit and became known inaccurately as a rabbi.",4/1/2003,2/25/2015 20:00:57,2/25/2015 20:02:17,2/25/2015 20:00:57,55-98,,3/4/2015,35,,Western States Jewish History,Ray Frank the Girl Rabbi of the Golden West 1861 - 1948,,,,,,,,,,,,EBSCOhost,,,,http://content.ebscohost.com/ContentServer.asp?T=P&P=AN&K=40740533&S=R&D=31h&EbscoContent=dGJyMNXb4kSeqLM4xNvgOLCmr02ep7NSrqa4TbSWxWXS&ContentCustomer=dGJyMPGutlCyqbVOuePfgeyx44Dt6fIA,,"FRANK, Rachel; FRANK, Ray; JEWISH women; Jews; LECTURES & lecturing; ORATORY; RABBIS; RELIGIONS -- Relations; UNITED States; WEST (U.S.); WISE, Isaac Mayer, 1819-1900; WOMEN clergy -- United States; WOMEN journalists -- United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subsequent Commercial Careers,,,,,,,,,,"San Francisco, California","Sacramento, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Frank, Bernard",,,,,,,,,,,,,,,,,,,,1840-1906,POINT(-13627666.994773194 4547679.508348532)|POINT(-13524694.695823846 4661911.338147049)
jp_cite_00249,N3I6T6CQ,journalArticle,1944,"Cohen, L; Phillips, M",The Jews of Early Lismore,Australian Jewish Historical Society Journal,,,,,,1944,2/25/2015 20:20:37,2/25/2015 20:22:55,,39-40,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subsequent Commercial Careers,Wares,,,,,,,,,"Lismore, Austrlia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cohen, Joseph",,,,,,,,,,,,,,,,,,,,1890-1895,POINT(17063687.90428681 -3353769.94643226)
jp_cite_00250,ZQ44CE32,document,,"Cohen, Morris",Interview,,,,,,,,2/25/2015 20:45:07,5/14/2015 16:50:17,,,,,,,,,,,,,,,,,,,"SC-2292, American Jewish Archives",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wares,Restrictions on Itinerant Commerce,,,,,,,,,"Lukashivka, Ukraine","New York, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cohen, Morris",,,,,,,,,,,,,,,,,,,,1910-1930,POINT(3409736.1958789607 5991434.556074717)|POINT(-8238303.700046114 4970069.184605361)
jp_cite_00251,Q9MA48B5,bookSection,1982,"Cohen, Robert",The Jewish Community in Surinam: A Historical Survey,The Jewish nation in Surinam: historical essays,,,,,,1982,2/25/2015 21:13:01,3/3/2015 19:34:22,,19-27,,,,,,,,,,,S. Emmering,Amsterdam,English,,,,,Open WorldCat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cultural Exchange,,,,,,,,,,Suriname,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1718-1788,POINT(-6236984.272967834 436635.6883089352)
jp_cite_00252,JSECJGBT,book,2000,"Cohen, Michael","Jerusalem of the north: an analysis of religious modernization in Portland, Maine's Jewish community 1860-1950",,,,,,,2000,2/25/2015 21:36:01,2/25/2015 21:36:24,,,,,,,,Jerusalem of the north,,,,,,,English,,,,,Open WorldCat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cultural Exchange,,,,,,,,,,Germany,Prussia,Russia,Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shine, Samuel","Shine, William","Rosenburg, Simon",,,,,,,,,,,,,,,,,,1860-1880,POINT(1163458.5521707046 6650655.040248428)|POINT(-10520399.536502874 5067645.7573955925)|POINT(11724030.287269026 8747149.047572464)|POINT(2131226.7903913013 6785571.89784786)
jp_cite_00253,8XZWAF9J,book,2002,"Kahn, Ava Fran","Jewish voices of the California gold rush: a documentary history, 1849-1880",,0814328598 9780814328590,,,,,2002,2/28/2015 21:15:05,2/28/2015 21:15:20,,,,,,,,Jewish voices of the California gold rush,,,,,Wayne State University Press,Detroit,English,,,,,Open WorldCat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sponsor,Cultural Exchange,Routes,Transportation,Subsequent Commercial Careers,Subsquent Non-commercial Careers,,,,,"Dobryzn, Pomeranian Voivodeship, Poland","New York, New York","Newark, New Jersey","San Francisco, California","Folsom, California","Saint Louis, California","La Porte, California","Pine Grove, California","Downieville, California","Poker Flat, California","Marysville, California",Poland,"New Bedford, Massachusetts","Szczecin, Poland",,,,,,,,,,,,,,,,,,,,,,,"Cohn, Henry (Heiman)",Flatow,,,,,,,,,,,,,,,,,,,1840-1860,POINT(1918760.0725835285 7121739.57632055)|POINT(-8238303.700046114 4970069.184605361)|POINT(-8256830.090826602 4973428.972454823)|POINT(-13627666.994773194 4547679.508348532)|POINT(-13489257.104414312 4675646.397417675)|POINT(-10044225.09362927 4664493.659845182)|POINT(-13467890.697389252 4819854.998084113)|POINT(-13431713.065136978 4637984.239705577)|POINT(-13450477.65736383 4802137.845131034)|POINT(-13573041.1959466 4962827.2248569)|POINT(-13535487.688184155 4742567.018768814)|POINT(2131226.7903913013 6785571.89784786)|POINT(-7896359.579326497 5106641.055538821)|POINT(1620011.5766969377 7062663.692148698)
jp_cite_00254,WFA6K4BI,book,1962,"Coleman, Caroline S",Five petticoats on Sunday,,,,,,,1962,2/28/2015 21:44:21,2/28/2015 21:44:35,,,,,,,,,,,,,Hiott,"Greenville, S.C.",English,,,,,Open WorldCat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wares,Cultural Exchange,,,,,,,,,"Greenville County, South Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1870-1910,POINT(-9166624.507479867 4154338.3251270084)
jp_cite_00255,BX3K5RNV,journalArticle,1995,,Review of Golden Opportunities: A Biographical History of Montana's Jewish Communities by Julie L. Coleman,American Jewish Archives,,,,http://americanjewisharchives.org/publications/journal/PDF/1995_47_02_00_reviews.pdf,,1995,2/28/2015 21:53:09,2/28/2015 21:56:44,,,,2,47,,,,,,,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Contextual Resource,,,,,,,,,,"Billings, Montana",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1870-1910,POINT(-12078241.604365323 5745688.337492282)
jp_cite_00256,A6JJHV29,book,1978,"Coleman, Michael B",The Jews of Harrisburg: an informal history by a native son,,,,,,,1978,2/28/2015 22:04:32,2/28/2015 22:04:46,,,,,,,,The Jews of Harrisburg,,,,,[publisher not identified],"[Harrisburg, Pa.]",English,,,,,Open WorldCat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Routes,Cultural Exchange,Subsequent Commercial Careers,Wares,Transportation,Family,Sponsor,,,,"Harrisburg, Pennsylvania",Germany,Russia,Bohemia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Heilbrunner, Jacob","Neumann, Joseph","Oppenheimer, Henry","Ansbacher, Barney","Claster, Hyman","Tausig, Jacob","Krauss, Leah",,,,,,,,,,,,,,1820-1905,POINT(-8558988.38063936 4905721.445187105)|POINT(1163458.5521707046 6650655.040248428)|POINT(11724030.287269026 8747149.047572464)|POINT(1606660.2286676248 6461022.145308473)
jp_cite_00257,J6S4538F,book,2001,"Collins, Kenneth E","Be well!: Jewish health and welfare in Glasgow, 1860-1914",,1862321299 9781862321298,,,,,2001,2/28/2015 22:32:54,2/28/2015 22:33:05,,,,,,,,Be well!,,,,,Tuckwell Press,"East Linton, East Lothian",English,,,,,Open WorldCat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subsequent Commercial Careers,Sponsor,Wares,Routes,,,,,,,Lithuania,England,"Glasgow, Scotland","Edinburgh, Scotland","Ayrshire, Scotland","Lanarkshire, Scotland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1880-1914,POINT(2658451.372124075 7394820.259211762)|POINT(-130724.67101431279 6864664.653290115)|POINT(-473308.8788059002 7531436.417041781)|POINT(-354916.25890359323 7549115.073429378)|POINT(-258163.88084170833 7829360.582774922)|POINT(-426724.67754165124 7475912.275176443)
jp_cite_00258,26FSSKNX,book,1990,"Collins, Kenneth E; Scottish Jewish Archives","Second City Jewry: the Jews of Glasgow in the age of expansion, 1790-1919",,0951320513 9780951320518 0951320521 9780951320525,,,,,1990,2/28/2015 22:40:27,2/28/2015 22:58:09,,,,,,,,Second City Jewry,,,,,Scottish Jewish Archives,Glasgow,English,,,,,Open WorldCat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wares,Sponsor,Subsequent Commercial Careers,Victims of Crime,Religious Practices,,,,,,Lithuania,"Glasgow, Scotland","Manchester, England","London, England","Ayrshire, Scotland","Lanarkshire, Scotland","California, Scotland","Falkirk, Scotland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1860-1925,POINT(2658451.372124075 7394820.259211762)|POINT(-473308.8788059002 7531436.417041781)|POINT(-249648.48526271316 7072425.246507802)|POINT(-14221.988898634567 6711533.693057904)|POINT(-258163.88084170833 7829360.582774922)|POINT(-426724.67754165124 7475912.275176443)|POINT(-418432.8226320869 7551604.644656718)|POINT(-421223.27943936246 7558789.421255307)
jp_cite_00259,9GUCDXXT,journalArticle,1978,"Coltman, Robert",A '90s Murder Mystery: 'The Peddler and His Wife',Old Time Music,,,,,,8/1/1978,2/28/2015 23:10:13,2/28/2015 23:13:41,,13-15,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Literary or Artistic Depiction,Wares,Family,Victims of Crime,,,,,,,Germany,"Harlan County, Kentucky",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Loeb, Gus","Loeb, Julia",,,,,,,,,,,,,,,,,,,1896,POINT(1163458.5521707046 6650655.040248428)|POINT(-9262645.972897254 4423650.3222111715)
jp_cite_00260,CZC7WPSR,document,1972,"Cone, Sydney",The Cones of Bavaria,,,,,http://search.cjh.org/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=dedupmrg25069701&indx=1&recIds=dedupmrg25069701&recIdxs=0&elementId=0&renderMode=poppedOut&displayMode=full&frbrVersion=&dscnt=0&frbg=&scp.scps=scope%3A%28CJH%29%2Cscope%3A%28CJH_ALEPH%29%2Cscope%3A%28CJH_WARC_Projects%29&tab=default_tab&dstmp=1425397820052&srt=rank&mode=Basic&&dum=true&vl(14296373UI1)=all_items&vl(freeText0)=Cones%20of%20Bavaria&vid=beta,,1972,3/3/2015 15:45:48,5/14/2015 16:50:31,,,,,,,,,,,,,,,,,,,"AR7050 MF 1138, Leo Baeck Institute",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Routes,Transportation,Cultural Exchange,Sponsor,Subsequent Commercial Careers,Wares,,,,,"Altenstadt(Iller), Altenstadt, Germany","Richmond, Virginia",South Carolina,"Georgia, United States","Saint Louis, Missouri","Jonesborough, Tennessee","Salisbury, North Carolina","Alamance County, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cone, Herman","Cone, Moses",,,,,,,,,,,,,,,,,,,1840-1900,POINT(1125438.1593319902 6133713.289942802)|POINT(-8620141.442335507 4514747.230025689)|POINT(-9035104.480967846 4006812.888406468)|POINT(-9228394.145571535 3785070.7896179464)|POINT(-10040951.74400295 4668382.843189159)|POINT(-9180905.651555903 4341188.687226949)|POINT(-8958349.870187752 4255441.659449746)|POINT(-8841592.589264719 4302236.732463505)
